hash_key,filename,duration,start,end,label
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,0,24117,창조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,24653,27869,아니리
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,28405,59490,계면조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,60026,72889,우조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,73425,128628,계면조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,128628,137204,우조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,137739,202054,계면조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,202590,219204,우조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,219204,238499,계면조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,239571,267976,우조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,269584,287806,계면조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,288878,292630,우조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,293166,321571,계면조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,322107,328539,아니리
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,329075,370879,계면조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,371415,391245,우조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,391245,394461,창조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,394997,419651,계면조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,420187,428226,우조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,429298,471102,계면조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,471638,493612,우조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,494684,504331,계면조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,504867,511299,우조
70188138,04-안향련-심청가_심봉사_딸_기르는_대목_중머리집이라고_들어서니중중머리우물가_두레박느진중중머리아가_내_딸이야,594372,512371,594372,계면조
739eb931,05-안향련-심청가_심봉사_딸_기르는_대목_아니리이이_안고단중머리삼배전대아니리하로는중머리아버지_듣조시오,215622,0,6027,아니리
739eb931,05-안향련-심청가_심봉사_딸_기르는_대목_아니리이이_안고단중머리삼배전대아니리하로는중머리아버지_듣조시오,215622,6221,78355,설렁제
739eb931,05-안향련-심청가_심봉사_딸_기르는_대목_아니리이이_안고단중머리삼배전대아니리하로는중머리아버지_듣조시오,215622,78549,108102,아니리
739eb931,05-안향련-심청가_심봉사_딸_기르는_대목_아니리이이_안고단중머리삼배전대아니리하로는중머리아버지_듣조시오,215622,108297,215622,계면조
46e3f027,01-성우향-심청가_중_심청이_황후로_입궁하고_부친을_그리워하는_데,496674,0,34114,아니리
46e3f027,01-성우향-심청가_중_심청이_황후로_입궁하고_부친을_그리워하는_데,496674,131771,179947,아니리
46e3f027,01-성우향-심청가_중_심청이_황후로_입궁하고_부친을_그리워하는_데,496674,193910,197756,아니리
46e3f027,01-성우향-심청가_중_심청이_황후로_입궁하고_부친을_그리워하는_데,496674,443713,496674,아니리
46e3f027,01-성우향-심청가_중_심청이_황후로_입궁하고_부친을_그리워하는_데,496674,34264,76925,우조
46e3f027,01-성우향-심청가_중_심청이_황후로_입궁하고_부친을_그리워하는_데,496674,77146,82451,계면조
46e3f027,01-성우향-심청가_중_심청이_황후로_입궁하고_부친을_그리워하는_데,496674,82893,111186,우조
46e3f027,01-성우향-심청가_중_심청이_황후로_입궁하고_부친을_그리워하는_데,496674,111628,113396,계면조
46e3f027,01-성우향-심청가_중_심청이_황후로_입궁하고_부친을_그리워하는_데,496674,113838,131521,우조
46e3f027,01-성우향-심청가_중_심청이_황후로_입궁하고_부친을_그리워하는_데,496674,180150,193633,창조
46e3f027,01-성우향-심청가_중_심청이_황후로_입궁하고_부친을_그리워하는_데,496674,197833,331340,계면조
46e3f027,01-성우향-심청가_중_심청이_황후로_입궁하고_부친을_그리워하는_데,496674,331561,335982,우조
46e3f027,01-성우향-심청가_중_심청이_황후로_입궁하고_부친을_그리워하는_데,496674,336203,443849,계면조
090b7111,07-박양덕-수궁가_토끼_세상으로_다시_나오는데,305248,275,9358,아니리
090b7111,07-박양덕-수궁가_토끼_세상으로_다시_나오는데,305248,9633,20368,창조
090b7111,07-박양덕-수궁가_토끼_세상으로_다시_나오는데,305248,20643,32479,아니리
090b7111,07-박양덕-수궁가_토끼_세상으로_다시_나오는데,305248,32479,111199,우조
090b7111,07-박양덕-수궁가_토끼_세상으로_다시_나오는데,305248,111474,163221,계면조
090b7111,07-박양덕-수궁가_토끼_세상으로_다시_나오는데,305248,163221,171754,우조
090b7111,07-박양덕-수궁가_토끼_세상으로_다시_나오는데,305248,172029,217720,계면조
090b7111,07-박양덕-수궁가_토끼_세상으로_다시_나오는데,305248,217995,304973,계면조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,5,86546,아니리
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,86839,102974,창조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,102974,119109,아니리
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,119402,144338,우조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,144338,154019,계면조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,154312,223546,우조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,223839,232053,계면조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,232346,287205,우조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,287498,305687,계면조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,305687,322408,평조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,322702,332382,계면조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,332969,348224,우조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,348517,384307,평조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,384601,393108,계면조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,393402,435645,우조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,436232,447380,평조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,447380,470262,계면조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,470849,491384,우조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,491677,499598,평조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,500478,535388,계면조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,535682,561791,우조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,562084,568538,평조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,569125,631611,우조
f08ca092,03-박양덕-수궁가_토끼_수궁_들어가는데,659181,632197,659181,평조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,4,74676,아니리
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,74676,108911,계면조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,109159,158031,우조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,158279,165969,계면조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,166217,209135,우조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,209631,215833,계면조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,216081,278101,우조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,278349,294474,계면조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,294722,336400,우조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,336400,358727,계면조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,358975,390233,우조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,390977,408095,계면조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,408343,427941,우조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,428189,490705,계면조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,490953,497900,우조
76bf9fdd,05-박양덕-수궁가_토끼_용왕_농락하는데,557434,498148,557434,계면조
c737ded3,03-성창순-춘향가적성가,706568,0,10174,아니리
c737ded3,03-성창순-춘향가적성가,706568,518576,593103,아니리
c737ded3,03-성창순-춘향가적성가,706568,622241,632698,아니리
c737ded3,03-성창순-춘향가적성가,706568,53776,76102,평조
c737ded3,03-성창순-춘향가적성가,706568,76416,104717,우조
c737ded3,03-성창순-춘향가적성가,706568,105346,126099,평조
c737ded3,03-성창순-춘향가적성가,706568,126414,147796,우조
c737ded3,03-성창순-춘향가적성가,706568,148111,174839,평조
c737ded3,03-성창순-춘향가적성가,706568,175153,187102,우조
c737ded3,03-성창순-춘향가적성가,706568,187417,208485,평조
c737ded3,03-성창순-춘향가적성가,706568,209114,221063,우조
c737ded3,03-성창순-춘향가적성가,706568,221692,239930,평조
c737ded3,03-성창순-춘향가적성가,706568,240873,287097,아니리
c737ded3,03-성창순-춘향가적성가,706568,287726,348415,우조
c737ded3,03-성창순-춘향가적성가,706568,348729,355018,평조
c737ded3,03-성창순-춘향가적성가,706568,355333,385206,우조
c737ded3,03-성창순-춘향가적성가,706568,385520,452498,우조
c737ded3,03-성창순-춘향가적성가,706568,452812,459416,평조
c737ded3,03-성창순-춘향가적성가,706568,593371,622240,우조
c737ded3,03-성창순-춘향가적성가,706568,633621,706568,우조
c737ded3,03-성창순-춘향가적성가,706568,459730,518532,우조
c737ded3,03-성창순-춘향가적성가,706568,10193,31856,우조
c737ded3,03-성창순-춘향가적성가,706568,32493,52881,계면조
c95977dc,01-성창순-심청가눈뜨는_대목,914790,0,25729,아니리
c95977dc,01-성창순-심청가눈뜨는_대목,914790,25738,58250,창조
c95977dc,01-성창순-심청가눈뜨는_대목,914790,58360,72359,아니리
c95977dc,01-성창순-심청가눈뜨는_대목,914790,212497,279354,아니리
c95977dc,01-성창순-심청가눈뜨는_대목,914790,279321,303028,계면조
c95977dc,01-성창순-심청가눈뜨는_대목,914790,302949,337493,아니리
c95977dc,01-성창순-심청가눈뜨는_대목,914790,595463,603596,아니리
c95977dc,01-성창순-심청가눈뜨는_대목,914790,608802,611261,아니리
c95977dc,01-성창순-심청가눈뜨는_대목,914790,673084,689958,아니리
c95977dc,01-성창순-심청가눈뜨는_대목,914790,72473,109114,설렁제
c95977dc,01-성창순-심청가눈뜨는_대목,914790,109521,120106,창조
c95977dc,01-성창순-심청가눈뜨는_대목,914790,120513,212521,계면조
